,SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
373,100430,Cash loans,F,N,Y,1,90000.0,157914.0,17136.0,139500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-8650,-296,-832.0,-1314,,1,1,0,1,0,0,Core staff,3.0,2,2,MONDAY,13,0,0,0,1,1,0,Other,,0.2160482176858288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-44.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
374,100431,Cash loans,F,N,Y,1,157500.0,1724220.0,47542.5,1350000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.022625,-19642,-6684,-2495.0,-3101,,1,1,0,1,1,0,Laborers,3.0,2,2,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.4141927781705488,0.0005272652387098,0.1031,0.1095,0.9831,0.7688,0.0116,0.0,0.2069,0.1667,0.2083,0.0238,0.0832,0.0607,0.0039,0.0033,0.105,0.1137,0.9831,0.7779,0.0117,0.0,0.2069,0.1667,0.2083,0.0243,0.0909,0.0632,0.0039,0.0035,0.1041,0.1095,0.9831,0.7719,0.0116,0.0,0.2069,0.1667,0.2083,0.0242,0.0847,0.0618,0.0039,0.0033,reg oper account,block of flats,0.0718,Panel,No,0.0,0.0,0.0,0.0,-235.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
375,100432,Cash loans,F,N,N,0,90000.0,495000.0,25272.0,495000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556,-10347,-1276,-2127.0,-2163,,1,1,1,1,1,0,Secretaries,2.0,3,3,WEDNESDAY,20,0,0,0,0,0,0,Government,0.2433128343936609,0.6992168588466124,0.7338145369642702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-506.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
376,100433,Cash loans,F,N,Y,1,157500.0,472500.0,45454.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0196889999999999,-16048,-3879,-10146.0,-4217,,1,1,0,1,0,0,Sales staff,3.0,2,2,MONDAY,11,0,0,0,0,0,0,Self-employed,0.7326473092658811,0.1995430892462679,0.7850520263728172,0.0412,0.0354,0.9742,,,0.0,0.069,0.1667,,0.0268,,0.0312,,0.0,0.042,0.0367,0.9742,,,0.0,0.069,0.1667,,0.0275,,0.0325,,0.0,0.0416,0.0354,0.9742,,,0.0,0.069,0.1667,,0.0273,,0.0318,,0.0,,block of flats,0.0246,"Stone, brick",No,1.0,0.0,1.0,0.0,-1811.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
377,100434,Cash loans,F,N,Y,1,202500.0,280170.0,30303.0,247500.0,Unaccompanied,State servant,Secondary / secondary special,Separated,Municipal apartment,0.072508,-17860,-1565,-11928.0,-1400,,1,1,0,1,1,0,Medicine staff,2.0,1,1,WEDNESDAY,18,0,0,0,0,0,0,Other,,0.712768463231494,0.3876253444214701,0.0784,0.0589,0.9737,,,0.02,0.0862,0.25,,0.0,,0.0606,,0.0064,0.0756,0.0373,0.9737,,,0.0,0.0345,0.1667,,0.0,,0.0536,,0.0005,0.0791,0.0589,0.9737,,,0.02,0.0862,0.25,,0.0,,0.0617,,0.0065,,block of flats,0.0431,Panel,No,1.0,0.0,1.0,0.0,-2652.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
378,100435,Cash loans,F,N,Y,0,112500.0,450000.0,16294.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.035792,-16462,-4690,-3290.0,-15,,1,1,0,1,0,0,,1.0,2,2,SATURDAY,10,0,0,0,0,1,1,Industry: type 9,,0.6618868600420863,0.6801388218428291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2327.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
379,100436,Revolving loans,F,N,Y,0,112500.0,405000.0,20250.0,405000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-19345,-2418,-13244.0,-2891,,1,1,0,1,0,0,Sales staff,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.7318727638257434,0.6577838002083306,0.0619,0.0549,0.9737,0.6396,0.0064,0.0,0.1034,0.1667,0.2083,0.0385,0.0504,0.051,0.0,0.0,0.063,0.057,0.9737,0.6537,0.0065,0.0,0.1034,0.1667,0.2083,0.0394,0.0551,0.0532,0.0,0.0,0.0625,0.0549,0.9737,0.6444,0.0065,0.0,0.1034,0.1667,0.2083,0.0392,0.0513,0.052,0.0,0.0,reg oper account,block of flats,0.0401,Panel,No,0.0,0.0,0.0,0.0,-3258.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
380,100437,Cash loans,F,N,Y,1,67500.0,817560.0,30951.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-21401,365243,-3940.0,-4642,,1,0,0,1,0,0,,3.0,2,2,THURSDAY,13,0,0,0,0,0,0,XNA,0.7417826290195083,0.7307512832888281,0.6363761710860439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-407.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
56,100438,Cash loans,F,N,Y,1,144000.0,450000.0,23107.5,450000.0,Family,Working,Higher education,Married,House / apartment,0.030755,-10711,-1327,-14.0,-1272,,1,1,0,1,1,0,Sales staff,3.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Self-employed,0.5254474461150329,0.6640709169996869,0.5602843280409464,0.0825,0.0855,0.9771,0.6872,0.0079,0.0,0.1379,0.1667,0.2083,0.0301,0.0672,0.0636,0.0,0.0,0.084,0.0887,0.9772,0.6994,0.008,0.0,0.1379,0.1667,0.2083,0.0308,0.0735,0.0663,0.0,0.0,0.0833,0.0855,0.9771,0.6914,0.008,0.0,0.1379,0.1667,0.2083,0.0306,0.0684,0.0647,0.0,0.0,,block of flats,0.05,"Stone, brick",No,2.0,1.0,2.0,0.0,-992.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
381,100439,Cash loans,M,N,Y,0,81000.0,312840.0,22891.5,247500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-8038,-609,-8038.0,-727,,1,1,0,1,0,1,High skill tech staff,2.0,2,2,THURSDAY,17,0,0,0,1,1,0,Industry: type 9,,0.4822091852232648,0.0651096140026964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-510.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
382,100440,Cash loans,F,N,Y,0,40500.0,127350.0,7438.5,112500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.00733,-23903,365243,-12295.0,-4332,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,XNA,,0.0966100367748805,0.7850520263728172,0.066,,0.9836,,,0.0,0.1379,0.125,0.0417,,0.0538,0.0655,0.0,,0.0672,,0.9836,,,0.0,0.1379,0.125,0.0417,,0.0588,0.0683,0.0,,0.0666,,0.9836,,,0.0,0.1379,0.125,0.0417,,0.0547,0.0667,0.0,,reg oper account,block of flats,0.0535,"Stone, brick",No,0.0,0.0,0.0,0.0,-861.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
383,100441,Cash loans,F,N,Y,0,135000.0,269550.0,11416.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.009549,-20171,365243,-240.0,-3555,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,16,0,0,0,0,0,0,XNA,,0.6043820469316155,0.6690566947824041,0.1237,0.1016,0.9776,0.6940000000000001,0.0424,0.0,0.2069,0.1667,0.2083,0.1119,0.1009,0.1061,0.0,0.0,0.1261,0.1054,0.9777,0.706,0.0428,0.0,0.2069,0.1667,0.2083,0.1145,0.1102,0.1106,0.0,0.0,0.1249,0.1016,0.9776,0.6981,0.0427,0.0,0.2069,0.1667,0.2083,0.1139,0.1026,0.108,0.0,0.0,reg oper account,block of flats,0.0892,"Stone, brick",No,0.0,0.0,0.0,0.0,-1488.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,6.0
384,100442,Cash loans,F,N,N,0,148500.0,805536.0,32076.0,720000.0,Children,State servant,Secondary / secondary special,Married,House / apartment,0.00496,-18715,-6991,-8455.0,-2255,,1,1,0,1,1,0,Cooking staff,2.0,2,2,THURSDAY,16,0,0,0,1,1,0,Medicine,0.7187541314802711,0.7725711165964728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1447.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
385,100443,Cash loans,F,N,Y,0,144000.0,456273.0,23296.5,346500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.010147,-23054,365243,-3975.0,-4748,,1,0,0,1,0,0,,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,XNA,,0.4279341883428694,0.6512602186973006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
57,100444,Cash loans,M,N,N,1,202500.0,300735.0,16443.0,243000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.016612,-9731,365243,-5251.0,-2314,,1,0,0,1,0,1,,3.0,2,2,SATURDAY,11,0,0,0,1,0,0,XNA,,0.2655718399366447,0.5388627065779676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-975.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
58,100445,Cash loans,M,N,N,0,135000.0,278505.0,15237.0,211500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.018801,-13188,-126,-7143.0,-1257,,1,1,0,1,0,0,Laborers,1.0,2,2,THURSDAY,15,0,0,0,0,0,0,Other,0.1834083288062964,0.504134762347502,,0.1237,0.0915,0.9856,0.8028,0.0571,0.16,0.1379,0.375,0.4167,0.0316,0.1009,0.154,0.0,0.0,0.1261,0.0949,0.9856,0.8105,0.0577,0.1611,0.1379,0.375,0.4167,0.0323,0.1102,0.1605,0.0,0.0,0.1249,0.0915,0.9856,0.8054,0.0575,0.16,0.1379,0.375,0.4167,0.0322,0.1026,0.1568,0.0,0.0,reg oper spec account,block of flats,0.1524,Panel,No,0.0,0.0,0.0,0.0,-1789.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
59,100446,Cash loans,M,Y,N,0,157500.0,594121.5,30465.0,472500.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.019101,-10015,-1283,-4322.0,-2694,3.0,1,1,0,1,0,0,Core staff,1.0,2,2,THURSDAY,9,0,0,0,0,1,1,Military,0.3426723877288315,0.0857030029138577,0.5638350489514956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-456.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
60,100447,Cash loans,F,N,Y,0,99000.0,130320.0,9873.0,112500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.003069,-21556,365243,-4896.0,-5008,,1,0,0,1,0,0,,2.0,3,3,FRIDAY,10,0,0,0,0,0,0,XNA,,0.4877420933728962,0.6801388218428291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
386,100448,Cash loans,F,N,Y,2,202500.0,598486.5,25290.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00823,-11693,-3158,-2746.0,-3310,,1,1,0,1,0,0,Sales staff,4.0,2,2,SUNDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.5977648680611596,0.6658549219640212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2700.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
387,100449,Cash loans,F,N,Y,0,157500.0,942300.0,27679.5,675000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.030755,-16832,-5544,-8718.0,-379,,1,1,0,1,0,0,Laborers,1.0,2,2,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 1,,0.6118808031088434,0.4866531565147181,0.1639,0.0517,0.9791,0.7144,0.014,0.0,0.1034,0.1667,0.2083,0.0212,0.1328,0.0588,0.0039,0.0047,0.1669999999999999,0.0536,0.9791,0.7256,0.0141,0.0,0.1034,0.1667,0.2083,0.0217,0.1451,0.0612,0.0039,0.0049,0.1655,0.0517,0.9791,0.7182,0.0141,0.0,0.1034,0.1667,0.2083,0.0216,0.1351,0.0598,0.0039,0.0048,reg oper account,block of flats,0.0545,"Stone, brick",No,0.0,0.0,0.0,0.0,-849.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
61,100450,Cash loans,F,N,Y,0,40500.0,90000.0,7110.0,90000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-22995,365243,-10775.0,-3516,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,,0.6964225111331641,0.3280631605201915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-575.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
388,100451,Cash loans,F,N,Y,0,144000.0,446931.0,16978.5,369000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-19501,-10988,-8368.0,-3013,,1,1,0,1,0,0,Laborers,2.0,2,2,SATURDAY,13,0,0,0,0,1,1,Business Entity Type 2,,0.6527550633490753,0.3441550073724169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1649.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
389,100452,Cash loans,M,N,Y,1,171000.0,1009566.0,36391.5,904500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-18767,-2046,-6555.0,-2317,,1,1,1,1,0,0,,3.0,2,2,FRIDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.2665197753925157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1144.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
390,100453,Cash loans,M,Y,N,2,247500.0,521280.0,27423.0,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0088659999999999,-12191,-3298,-1371.0,-3948,6.0,1,1,0,1,0,0,,4.0,2,2,TUESDAY,17,0,0,0,0,1,1,Business Entity Type 3,,0.6364963607704553,0.6817058776720116,0.0021,,0.9906,,,,0.069,0.0,,,,0.0042,,,0.0021,,0.9906,,,,0.069,0.0,,,,0.0044,,,0.0021,,0.9906,,,,0.069,0.0,,,,0.0043,,,,block of flats,0.0033,Wooden,No,0.0,0.0,0.0,0.0,-1754.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
391,100454,Revolving loans,M,Y,Y,3,607500.0,1350000.0,67500.0,1350000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.032561,-13530,-3269,-987.0,-4360,2.0,1,1,0,1,0,0,Managers,5.0,1,1,THURSDAY,10,0,0,0,0,0,0,Other,,0.6234734733706343,,0.0608,0.0639,0.9503,0.32,0.0168,0.16,0.1379,0.2083,0.25,0.0622,0.0488,0.0886,0.0077,0.0253,0.0609,0.0663,0.9503,0.3466,0.0169,0.1611,0.1379,0.2083,0.25,0.0636,0.0533,0.0923,0.0078,0.0268,0.0614,0.0639,0.9503,0.3291,0.0169,0.16,0.1379,0.2083,0.25,0.0633,0.0496,0.0902,0.0078,0.0258,reg oper account,block of flats,0.0843,"Stone, brick",No,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
392,100455,Cash loans,F,Y,Y,2,135000.0,830214.0,24273.0,693000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.030755,-11523,-3443,-37.0,-4059,8.0,1,1,0,1,0,0,Core staff,4.0,2,2,THURSDAY,12,0,0,0,0,0,0,Transport: type 2,0.1833792049947742,0.7238600003643091,0.7032033049040319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-464.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
393,100456,Cash loans,M,Y,Y,1,211500.0,545040.0,26640.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-12360,-914,-2092.0,-3968,14.0,1,1,0,1,0,0,Drivers,3.0,2,2,TUESDAY,12,0,0,0,0,1,1,Other,0.2832919715709532,0.5487262610762287,0.1873887653772306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-860.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
394,100457,Revolving loans,F,Y,Y,0,211500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.0060079999999999,-8922,-728,-8882.0,-66,7.0,1,1,0,1,1,0,Core staff,1.0,2,2,MONDAY,12,0,0,0,1,1,0,Trade: type 2,0.4095811867689769,0.6567787174204534,,0.1113,0.0697,0.9881,0.8368,0.0712,0.12,0.1034,0.3333,0.375,0.0511,0.0908,0.1164,0.0,0.0,0.1134,0.0724,0.9881,0.8432,0.0718,0.1208,0.1034,0.3333,0.375,0.0522,0.0992,0.1213,0.0,0.0,0.1124,0.0697,0.9881,0.8390000000000001,0.0717,0.12,0.1034,0.3333,0.375,0.052,0.0923,0.1185,0.0,0.0,org spec account,block of flats,0.1063,"Stone, brick",No,,,,,-638.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
395,100458,Cash loans,F,N,N,0,90000.0,808650.0,26217.0,675000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-20646,365243,-12781.0,-3849,,1,0,0,1,0,0,,2.0,3,3,THURSDAY,8,0,0,0,0,0,0,XNA,0.5759409452596392,0.5528111893494622,0.6626377922738201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-238.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
396,100459,Revolving loans,M,Y,Y,0,270000.0,225000.0,11250.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.04622,-15832,-459,-8346.0,-4726,6.0,1,1,0,1,1,0,Drivers,1.0,1,1,THURSDAY,10,1,1,0,0,0,0,Business Entity Type 3,,0.7346357733570478,0.2567055724393002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1031.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0
397,100460,Revolving loans,F,N,N,0,315000.0,540000.0,27000.0,540000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,Rented apartment,0.014464,-9842,-157,-2291.0,-2291,,1,1,0,1,0,0,,1.0,2,2,FRIDAY,13,0,1,1,0,0,0,Business Entity Type 3,0.4398727158090937,0.3494573309449184,0.633031641417419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-404.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
398,100461,Cash loans,F,Y,Y,0,252000.0,288873.0,16713.0,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007114,-15868,-2134,-7595.0,-4536,15.0,1,1,0,1,0,0,Core staff,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,School,0.6783479117560226,0.2620553359511834,0.511891801533151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1603.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
399,100462,Cash loans,M,N,N,0,111919.5,152820.0,7911.0,135000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.018209,-16395,-8001,-457.0,-4574,,1,1,1,1,1,0,Laborers,2.0,3,3,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 2,,0.4907584156938881,0.4650692149562261,,0.4013,0.9786,,,,0.2069,0.1667,,,,0.0976,,0.0707,,0.4165,0.9786,,,,0.2069,0.1667,,,,0.1017,,0.0748,,0.4013,0.9786,,,,0.2069,0.1667,,,,0.0994,,0.0721,,,0.0921,Panel,No,1.0,0.0,1.0,0.0,-2463.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
62,100466,Cash loans,F,N,Y,0,175500.0,261801.0,18747.0,234000.0,Group of people,Working,Secondary / secondary special,Married,House / apartment,0.035792,-22986,-2062,-8014.0,-4415,,1,1,0,1,0,1,Managers,2.0,2,2,MONDAY,17,0,0,0,0,1,1,School,0.8129680164245,0.6768346788470393,0.363945238612397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2888.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
